bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,560580,99.4634,0.6301,0.0000,-0.6301,1.3379,2.8958,0.3439,-2.5518
0.02,0.05,zero,188554,99.0226,1.1111,0.0000,-1.1111,1.6225,4.3086,0.3575,-3.9511
0.05,0.1,zero,74151,98.0014,2.2603,0.0000,-2.2603,2.1081,7.2959,0.5394,-6.7565
0.1,0.2,zero,30184,94.8880,7.6100,0.0000,-7.6100,3.4594,17.9068,0.9177,-16.9891
0.2,0.3,zero,9952,90.4441,22.9703,0.0000,-22.9703,5.8501,43.2878,1.6479,-41.6399
0.3,0.4,zero,6489,89.1971,36.4617,0.0000,-36.4617,7.0489,61.2729,2.5119,-58.7610
0.4,1.01,zero,711774,98.7382,83.1078,0.0000,-83.1078,13.6398,85.2332,41.3215,-43.9117
0.0,0.02,random,560580,99.4634,0.6301,0.0000,-0.6301,1.9465,2.8958,0.4700,-2.4257
0.02,0.05,random,188554,99.0226,1.1111,0.0000,-1.1111,2.4229,4.3086,0.5516,-3.7570
0.05,0.1,random,74151,98.0014,2.2603,0.0000,-2.2603,3.2207,7.2959,0.9170,-6.3789
0.1,0.2,random,30184,94.8880,7.6100,0.0000,-7.6100,5.5440,17.9068,1.9348,-15.9720
0.2,0.3,random,9952,90.4441,22.9703,0.0000,-22.9703,10.4140,43.2878,4.4413,-38.8465
0.3,0.4,random,6489,89.1971,36.4617,0.0000,-36.4617,12.6583,61.2729,6.4725,-54.8004
0.4,1.01,random,711774,98.7382,83.1078,0.0000,-83.1078,15.3719,85.2332,44.6525,-40.5807
