condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,15228,11072,46.6930,33.9497,10714,4514,358,17027,32.8519,13.8411,1.0977,52.2092,-12.7434
random,38805,32613,15228,11046,46.6930,33.8699,10692,4536,354,17031,32.7845,13.9086,1.0855,52.2215,-12.8231
