bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,16779,99.0464,5.0778,1.0311,-4.0467,3.2076,14.6969,3.6653,-11.0316
0.02,0.05,zero,2546,97.1720,21.9560,2.7887,-19.1673,7.2113,39.8272,10.0943,-29.7329
0.05,0.1,zero,1244,95.5788,29.0193,4.5016,-24.5177,9.0675,49.1158,13.6656,-35.4502
0.1,0.2,zero,870,93.5632,38.8506,6.4368,-32.4138,12.5287,61.4943,19.0805,-42.4138
0.2,0.3,zero,424,92.2170,48.3491,9.1981,-39.1509,15.8962,73.8208,26.6509,-47.1698
0.3,0.4,zero,256,92.1875,52.7344,8.5938,-44.1406,15.8594,71.4844,24.6094,-46.8750
0.4,1.01,zero,10494,10.1296,97.3318,89.7465,-7.5853,71.3112,98.8565,92.9007,-5.9558
0.0,0.02,random,16779,97.7770,5.0778,1.4184,-3.6593,6.5236,14.6969,5.2387,-9.4583
0.02,0.05,random,2546,93.5585,21.9560,4.0063,-17.9497,12.3723,39.8272,14.6504,-25.1767
0.05,0.1,random,1244,92.6045,29.0193,5.3055,-23.7138,14.9678,49.1158,19.9357,-29.1801
0.1,0.2,random,870,91.8391,38.8506,7.0115,-31.8391,17.0115,61.4943,23.4483,-38.0460
0.2,0.3,random,424,91.0377,48.3491,7.7830,-40.5660,18.3019,73.8208,24.7642,-49.0566
0.3,0.4,random,256,89.8438,52.7344,10.1562,-42.5781,16.4844,71.4844,21.8750,-49.6094
0.4,1.01,random,10494,10.1868,97.3318,89.5178,-7.8140,71.0749,98.8565,92.9579,-5.8986
