bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,687806,98.9035,0.6732,1.0810,0.4078,4.1800,2.9507,2.2365,-0.7142
0.02,0.05,zero,134638,97.5438,1.9066,4.3249,2.4183,7.0522,6.6237,6.4053,-0.2184
0.05,0.1,zero,42479,92.7705,6.4714,15.1934,8.7220,15.2381,17.8488,19.8851,2.0363
0.1,0.2,zero,21715,78.3145,21.1835,42.3256,21.1421,35.3765,47.5800,53.8522,6.2722
0.2,0.3,zero,11994,62.4062,39.0695,62.3478,23.2783,51.4491,73.2700,79.0562,5.7862
0.3,0.4,zero,10186,55.0560,48.1740,65.6097,17.4357,56.0672,80.3161,84.5278,4.2117
0.4,1.01,zero,672866,7.0629,82.4094,79.1001,-3.3093,70.1346,84.9995,84.7670,-0.2326
0.0,0.02,random,687806,98.7726,0.6732,1.0244,0.3513,4.4549,2.9507,2.2681,-0.6826
0.02,0.05,random,134638,97.3210,1.9066,3.9499,2.0433,7.4044,6.6237,6.4276,-0.1961
0.05,0.1,random,42479,92.6905,6.4714,13.7079,7.2365,15.8394,17.8488,19.7462,1.8974
0.1,0.2,random,21715,78.7198,21.1835,38.0843,16.9008,36.1253,47.5800,53.3180,5.7380
0.2,0.3,random,11994,64.0904,39.0695,56.0780,17.0085,52.1144,73.2700,78.2891,5.0192
0.3,0.4,random,10186,57.3925,48.1740,59.0909,10.9169,56.5678,80.3161,83.5460,3.2299
0.4,1.01,random,672866,9.1632,82.4094,76.7229,-5.6866,70.1430,84.9995,84.5839,-0.4157
