bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,826386,0.007939,-0.023880,0.002863,1.959405
0.02,0.05,25629,0.008021,-0.005395,0.014502,1.813791
0.05,0.1,10078,0.007431,-0.003418,0.020693,1.550955
0.1,0.2,12277,0.001548,-0.003845,0.024698,0.383484
0.2,0.4,24424,-0.001136,-0.004785,0.031888,-0.029936
0.4,1.01,682890,-0.003304,-0.006649,0.038237,-0.158411
