bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,21827,-0.003138,-0.015532,0.005601,-0.144679
0.02,0.05,547,-0.009185,-0.020246,0.009114,-0.411626
0.05,0.1,289,-0.011872,-0.070222,0.008422,-0.447178
0.1,0.2,299,-0.004249,-0.007624,0.017236,-0.194024
0.2,0.4,354,-0.000859,-0.013990,0.036012,-0.018630
0.4,1.01,9297,0.027793,-0.003017,0.084532,0.525046
