bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,15975,0.000729,-0.005699,0.000381,-0.846995
0.02,0.05,2376,-0.000775,-0.004606,0.000634,-6.258839
0.05,0.1,1446,-0.001026,-0.002563,0.001496,-11.043517
0.1,0.2,1038,-0.000920,-0.003231,0.001043,-7.878919
0.2,0.4,840,-0.000525,-0.002997,0.001396,-4.902595
0.4,1.01,10938,0.000127,-0.006319,0.011550,0.985326
