condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,14595,10592,44.7521,32.4778,10252,4343,340,17678,31.4353,13.3168,1.0425,54.2054,-12.2742
random,38805,32613,14595,10594,44.7521,32.4840,10250,4345,344,17674,31.4292,13.3229,1.0548,54.1931,-12.2681
