bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,3225,97.2403,5.6434,1.9225,-3.7209,7.8884,20.2171,7.4729,-12.7442
0.02,0.05,zero,3284,97.1681,6.9428,1.9488,-4.9939,8.4714,22.7467,7.7649,-14.9817
0.05,0.1,zero,3509,96.7512,9.5184,2.5363,-6.9820,9.9801,26.9307,8.9199,-18.0108
0.1,0.2,zero,3902,95.5151,13.5315,3.3829,-10.1486,11.8708,31.4710,12.3526,-19.1184
0.2,0.3,zero,2249,93.3748,19.6976,5.3357,-14.3619,15.2957,38.9506,16.9409,-22.0098
0.3,0.4,zero,1417,90.8257,25.8998,6.3514,-19.5483,17.3747,44.8836,20.8892,-23.9944
0.4,1.01,zero,15027,29.1941,85.7856,69.8875,-15.8981,49.2088,91.0960,82.3052,-8.7908
0.0,0.02,random,3225,97.3643,5.6434,2.1085,-3.5349,8.0744,20.2171,7.5039,-12.7132
0.02,0.05,random,3284,96.9245,6.9428,1.8575,-5.0853,8.6602,22.7467,7.9172,-14.8295
0.05,0.1,random,3509,96.6942,9.5184,2.6503,-6.8681,9.9573,26.9307,8.7204,-18.2103
0.1,0.2,random,3902,95.3357,13.5315,3.5110,-10.0205,11.9990,31.4710,12.5320,-18.9390
0.2,0.3,random,2249,93.0636,19.6976,5.4691,-14.2285,15.4558,38.9506,17.0298,-21.9209
0.3,0.4,random,1417,89.9083,25.8998,6.8454,-19.0543,17.5582,44.8836,21.4538,-23.4298
0.4,1.01,random,15027,29.3472,85.7856,69.6879,-16.0977,49.3379,91.0960,82.1122,-8.9838
