bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,17309,-0.002885,-0.017113,-0.000140,-3.412297
0.02,0.05,2282,-0.006383,-0.024737,-0.000247,-4.682997
0.05,0.1,1145,-0.007161,-0.010118,-0.000413,-4.933454
0.1,0.2,817,-0.006805,-0.021395,0.000611,-4.480290
0.2,0.4,687,-0.004117,-0.024498,0.001326,-3.287726
0.4,1.01,10373,-0.028822,-0.022966,0.008248,-2.121786
