bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,718961,-0.002817,-0.018946,0.003402,-0.349139
0.02,0.05,107236,-0.002628,-0.021031,0.008929,-0.317906
0.05,0.1,28537,-0.001835,-0.025114,0.013160,-0.304098
0.1,0.2,14774,-0.000257,-0.028534,0.015566,-0.410052
0.2,0.4,17872,0.002527,-0.034314,0.017595,-0.304589
0.4,1.01,694304,0.001516,-0.061910,0.022579,0.728194
