bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,16659,0.487124,0.046266,0.425390,0.488418,0.548938,0.000000,0.000000
0.02,0.05,3470,0.484479,0.046405,0.423660,0.485417,0.544767,0.000000,0.000000
0.05,0.1,1480,0.482729,0.047391,0.421311,0.481742,0.547672,0.000000,0.000000
0.1,0.2,854,0.481710,0.044260,0.427516,0.479712,0.540368,0.000000,0.000000
0.2,0.4,477,0.469509,0.037939,0.426666,0.466240,0.519747,0.000000,0.000000
0.4,1.01,9673,0.465650,0.049783,0.406616,0.454630,0.536467,0.000000,0.000000
