bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,6210,97.5040,4.0580,1.2560,-2.8019,7.6071,14.0097,5.1852,-8.8245
0.02,0.05,zero,4665,96.7417,5.2733,1.7149,-3.5584,8.9861,16.2058,7.3312,-8.8746
0.05,0.1,zero,3606,95.2302,8.9573,2.5513,-6.4060,11.8136,22.9063,9.5397,-13.3666
0.1,0.2,zero,2976,92.2715,16.5995,4.7379,-11.8616,16.0820,32.6949,16.0954,-16.5995
0.2,0.3,zero,1326,85.8974,30.2413,10.1056,-20.1357,24.7210,49.5475,30.3167,-19.2308
0.3,0.4,zero,918,79.3028,49.3464,16.9935,-32.3529,31.9172,65.4684,44.8802,-20.5882
0.4,1.01,zero,12912,19.1837,94.4238,80.2277,-14.1961,57.7308,97.5527,92.2088,-5.3439
0.0,0.02,random,6210,97.3913,4.0580,1.2882,-2.7697,7.7617,14.0097,5.1852,-8.8245
0.02,0.05,random,4665,96.6131,5.2733,1.8435,-3.4298,9.1190,16.2058,7.3312,-8.8746
0.05,0.1,random,3606,95.2856,8.9573,2.4681,-6.4892,12.0133,22.9063,9.8724,-13.0338
0.1,0.2,random,2976,92.2379,16.5995,4.5363,-12.0632,16.3642,32.6949,15.8266,-16.8683
0.2,0.3,random,1326,86.0483,30.2413,10.1056,-20.1357,24.6305,49.5475,29.9397,-19.6078
0.3,0.4,random,918,79.8475,49.3464,16.1220,-33.2244,32.2440,65.4684,44.4444,-21.0240
0.4,1.01,random,12912,19.4625,94.4238,79.8482,-14.5756,57.7277,97.5527,91.9377,-5.6149
