bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,9005,0.486163,0.046500,0.424035,0.487790,0.549003,0.000000,0.000000
0.02,0.05,4909,0.487347,0.046156,0.426417,0.488228,0.548842,0.000000,0.000000
0.05,0.1,3045,0.486399,0.046999,0.424639,0.487291,0.548318,0.000000,0.000000
0.1,0.2,2255,0.485918,0.046094,0.426195,0.485694,0.544503,0.000000,0.000000
0.2,0.4,1826,0.481872,0.045438,0.423372,0.481672,0.541070,0.000000,0.000000
0.4,1.01,11573,0.468602,0.049384,0.406811,0.462721,0.536809,0.000000,0.000000
