bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,1770,0.570771,0.045153,0.514404,0.568536,0.635488,0.000000,0.000000
0.02,0.05,2076,0.571990,0.045840,0.514102,0.566868,0.637369,0.000000,0.000000
0.05,0.1,2648,0.572501,0.045872,0.515505,0.567476,0.640961,0.000000,0.000000
0.1,0.2,3726,0.571383,0.045718,0.515378,0.565469,0.636911,0.000000,0.000000
0.2,0.4,4432,0.572436,0.046046,0.515262,0.567114,0.639257,0.000000,0.000000
0.4,1.01,17961,0.561226,0.036617,0.522319,0.554980,0.611220,0.000000,0.000000
