condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,597039,583059,37.7470,36.8632,559178,37861,23881,960764,35.3533,2.3937,1.5098,60.7431,-0.8839
random,1582560,1581684,597039,579541,37.7470,36.6408,556009,41030,23532,961113,35.1530,2.5941,1.4878,60.7652,-1.1063
