bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,803753,0.000581,-0.028037,0.001492,0.173723
0.02,0.05,41668,0.002358,-0.017435,0.006074,0.512443
0.05,0.1,9982,0.004600,-0.008665,0.013004,0.886778
0.1,0.2,6957,0.003091,-0.008225,0.015906,0.516545
0.2,0.4,10211,0.002437,-0.006189,0.017611,0.259910
0.4,1.01,709113,-0.005939,-0.015634,0.027681,0.149112
