bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,1770,93.5593,7.4011,1.6949,-5.7062,17.6045,27.6836,8.2486,-19.4350
0.02,0.05,zero,2076,92.5337,9.6821,2.2640,-7.4181,18.0250,29.7688,9.1040,-20.6647
0.05,0.1,zero,2648,92.2583,11.1027,2.2281,-8.8746,19.0785,31.9864,10.0453,-21.9411
0.1,0.2,zero,3726,90.7676,13.2045,2.9254,-10.2791,20.3918,35.6951,11.7821,-23.9130
0.2,0.3,zero,2515,88.4692,15.9841,3.3797,-12.6044,22.0915,39.6421,13.8370,-25.8052
0.3,0.4,zero,1917,86.3850,21.5441,4.0167,-17.5274,24.2149,43.6620,17.6317,-26.0303
0.4,1.01,zero,17961,35.9056,75.2686,59.5791,-15.6895,47.2602,84.2214,72.0339,-12.1875
0.0,0.02,random,1770,93.1073,7.4011,1.6949,-5.7062,17.9548,27.6836,8.1356,-19.5480
0.02,0.05,random,2076,92.1484,9.6821,2.2640,-7.4181,18.0443,29.7688,9.0559,-20.7129
0.05,0.1,random,2648,92.1828,11.1027,2.3036,-8.7991,19.3731,31.9864,10.1586,-21.8278
0.1,0.2,random,3726,90.8481,13.2045,2.9254,-10.2791,20.7407,35.6951,11.9163,-23.7789
0.2,0.3,random,2515,88.5885,15.9841,3.4990,-12.4851,22.3698,39.6421,13.7575,-25.8847
0.3,0.4,random,1917,86.6980,21.5441,3.9645,-17.5796,24.7992,43.6620,17.0057,-26.6562
0.4,1.01,random,17961,36.0559,75.2686,59.4065,-15.8621,47.3236,84.2214,71.9392,-12.2822
