condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,9946,9850,30.4970,30.2027,9710,236,140,22527,29.7734,0.7236,0.4293,69.0737,-0.2944
random,38805,32613,9946,9853,30.4970,30.2119,9714,232,139,22528,29.7857,0.7114,0.4262,69.0767,-0.2852
