bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,22005,61.0725,2.0904,1.5087,-0.5817,50.6485,7.7846,5.6942,-2.0904
0.02,0.05,zero,502,51.9920,13.5458,7.7689,-5.7769,66.6534,40.2390,33.8645,-6.3745
0.05,0.1,zero,251,49.4024,23.9044,18.3267,-5.5777,79.0438,68.5259,60.1594,-8.3665
0.1,0.2,zero,271,44.2804,36.1624,21.7712,-14.3911,71.8819,80.8118,66.4207,-14.3911
0.2,0.3,zero,178,48.8764,54.4944,32.5843,-21.9101,71.3483,83.7079,71.3483,-12.3596
0.3,0.4,zero,123,17.8862,50.4065,49.5935,-0.8130,77.3984,85.3659,82.1138,-3.2520
0.4,1.01,zero,9283,1.1742,99.1813,98.4595,-0.7217,99.2438,99.7846,99.7738,-0.0108
0.0,0.02,random,22005,60.8498,2.0904,1.4951,-0.5953,50.8675,7.7846,5.6896,-2.0950
0.02,0.05,random,502,50.9960,13.5458,7.9681,-5.5777,66.8526,40.2390,33.8645,-6.3745
0.05,0.1,random,251,48.6056,23.9044,18.3267,-5.5777,79.0438,68.5259,59.7610,-8.7649
0.1,0.2,random,271,41.3284,36.1624,23.2472,-12.9151,72.2509,80.8118,67.1587,-13.6531
0.2,0.3,random,178,44.3820,54.4944,34.2697,-20.2247,71.6854,83.7079,70.7865,-12.9213
0.3,0.4,random,123,17.0732,50.4065,49.5935,-0.8130,77.5610,85.3659,82.1138,-3.2520
0.4,1.01,random,9283,1.1096,99.1813,98.5242,-0.6571,99.2373,99.7846,99.7738,-0.0108
