bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,22122,-0.006429,-0.008231,0.003663,-0.231234
0.02,0.05,329,-0.007323,-0.007135,0.014204,-0.560987
0.05,0.1,225,-0.003521,-0.008360,0.011110,-0.316643
0.1,0.2,303,-0.005131,0.000000,0.024202,-0.202991
0.2,0.4,322,-0.000052,-0.002373,0.026976,0.013848
0.4,1.01,9312,0.061568,0.000000,0.063097,2.189803
