bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,21827,74.9118,2.9321,1.4248,-1.5073,38.0290,10.5328,6.2308,-4.3020
0.02,0.05,zero,547,42.2303,15.3565,11.1517,-4.2048,61.3528,44.0585,34.5521,-9.5064
0.05,0.1,zero,289,42.9066,26.2976,21.1073,-5.1903,69.8962,59.1696,53.6332,-5.5363
0.1,0.2,zero,299,27.0903,32.4415,25.4181,-7.0234,82.2742,78.9298,70.5686,-8.3612
0.2,0.3,zero,205,27.3171,51.7073,38.5366,-13.1707,77.4634,89.2683,81.4634,-7.8049
0.3,0.4,zero,149,27.5168,53.6913,42.2819,-11.4094,73.9597,80.5369,69.1275,-11.4094
0.4,1.01,zero,9297,1.9038,99.0319,97.6874,-1.3445,93.0472,99.7849,99.5482,-0.2366
0.0,0.02,random,21827,74.8293,2.9321,1.4157,-1.5165,38.0309,10.5328,6.2262,-4.3066
0.02,0.05,random,547,42.0475,15.3565,11.3346,-4.0219,61.3163,44.0585,34.0037,-10.0548
0.05,0.1,random,289,43.2526,26.2976,20.7612,-5.5363,70.4498,59.1696,52.9412,-6.2284
0.1,0.2,random,299,26.7559,32.4415,26.0870,-6.3545,82.2742,78.9298,70.9030,-8.0268
0.2,0.3,random,205,26.8293,51.7073,38.5366,-13.1707,76.8780,89.2683,81.4634,-7.8049
0.3,0.4,random,149,26.8456,53.6913,44.2953,-9.3960,73.2886,80.5369,69.7987,-10.7383
0.4,1.01,random,9297,1.9254,99.0319,97.6659,-1.3660,92.9676,99.7849,99.5805,-0.2044
