condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,544777,389699,34.4428,24.6382,379599,165178,10100,1026807,23.9997,10.4432,0.6386,64.9186,-9.8046
random,1582560,1581684,544777,386109,34.4428,24.4113,376596,168181,9513,1027394,23.8098,10.6330,0.6014,64.9557,-10.0316
