bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,9053,95.7473,3.7004,1.3366,-2.3639,11.9629,12.4379,5.2579,-7.1799
0.02,0.05,zero,4936,93.4360,6.1994,1.5397,-4.6596,14.7771,18.0308,7.3947,-10.6361
0.05,0.1,zero,2939,90.4389,12.5213,3.4025,-9.1187,19.3944,27.5604,12.9636,-14.5968
0.1,0.2,zero,2236,85.4204,29.6064,5.8140,-23.7925,26.1181,47.3166,23.7925,-23.5242
0.2,0.3,zero,1017,80.8260,55.8505,13.7660,-42.0846,33.8446,73.2547,41.6912,-31.5634
0.3,0.4,zero,793,75.5359,70.9962,18.4111,-52.5851,39.0921,87.6419,53.8462,-33.7957
0.4,1.01,zero,11639,14.2280,96.6062,84.7495,-11.8567,65.4747,98.9518,93.2383,-5.7135
0.0,0.02,random,9053,95.5595,3.7004,1.2924,-2.4080,12.0601,12.4379,5.2911,-7.1468
0.02,0.05,random,4936,93.7399,6.1994,1.5397,-4.6596,14.9068,18.0308,7.2528,-10.7780
0.05,0.1,random,2939,90.3368,12.5213,3.2664,-9.2548,19.5713,27.5604,12.7935,-14.7669
0.1,0.2,random,2236,85.8229,29.6064,5.7245,-23.8819,26.3059,47.3166,23.8819,-23.4347
0.2,0.3,random,1017,79.5477,55.8505,14.4543,-41.3963,34.2380,73.2547,42.4779,-30.7768
0.3,0.4,random,793,74.9054,70.9962,18.6633,-52.3329,39.3443,87.6419,54.8550,-32.7869
0.4,1.01,random,11639,14.1593,96.6062,84.7410,-11.8653,65.4060,98.9518,93.2468,-5.7050
