bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,19437,-0.014227,-0.032671,-0.000418,-25.591280
0.02,0.05,1832,-0.015636,-0.040967,-0.000150,-26.618907
0.05,0.1,666,-0.015326,-0.037301,-0.000166,-22.951795
0.1,0.2,365,-0.014339,-0.037611,-0.000492,-21.560640
0.2,0.4,324,-0.011037,-0.036612,-0.000257,-15.674814
0.4,1.01,9989,-0.004997,-0.048193,0.000215,-2.467408
