bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,13796,-0.007827,-0.026365,0.000073,-0.886450
0.02,0.05,4147,-0.007817,-0.019123,0.000220,-0.859220
0.05,0.1,2161,-0.005962,-0.013652,0.003334,-0.649236
0.1,0.2,1470,-0.003403,-0.011784,0.005973,-0.366936
0.2,0.4,1040,-0.001375,-0.022157,0.009947,-0.217255
0.4,1.01,9999,0.019930,-0.026309,0.047858,0.667754
