condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,15452,11108,47.3799,34.0600,10736,4716,372,16789,32.9194,14.4605,1.1406,51.4795,-13.3198
random,38805,32613,15452,11086,47.3799,33.9926,10705,4747,381,16780,32.8243,14.5555,1.1682,51.4519,-13.3873
