bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,9005,95.5358,4.0533,1.4103,-2.6430,11.4803,14.0366,5.5969,-8.4398
0.02,0.05,zero,4909,93.6851,6.1723,2.0982,-4.0741,14.5936,18.2318,8.4742,-9.7576
0.05,0.1,zero,3045,89.8194,12.9064,3.7110,-9.1954,19.0936,28.2430,14.5156,-13.7274
0.1,0.2,zero,2255,83.1929,29.2683,9.0022,-20.2661,27.0155,47.7605,28.9135,-18.8470
0.2,0.3,zero,1095,73.7900,55.7078,18.8128,-36.8950,36.9498,71.9635,49.4064,-22.5571
0.3,0.4,zero,731,67.4419,73.0506,27.2230,-45.8276,42.1067,86.8673,63.7483,-23.1190
0.4,1.01,zero,11573,11.7947,96.1376,87.1857,-8.9519,71.3938,98.7816,95.5932,-3.1885
0.0,0.02,random,9005,95.4359,4.0533,1.3770,-2.6763,11.4758,14.0366,5.5858,-8.4509
0.02,0.05,random,4909,93.7258,6.1723,2.0167,-4.1556,14.5529,18.2318,8.4742,-9.7576
0.05,0.1,random,3045,89.8851,12.9064,3.6125,-9.2939,19.1330,28.2430,14.1215,-14.1215
0.1,0.2,random,2255,82.9268,29.2683,8.9135,-20.3548,27.1131,47.7605,28.8692,-18.8914
0.2,0.3,random,1095,74.6119,55.7078,18.3562,-37.3516,36.9498,71.9635,49.2237,-22.7397
0.3,0.4,random,731,67.1683,73.0506,27.0862,-45.9644,42.0520,86.8673,63.6115,-23.2558
0.4,1.01,random,11573,11.8033,96.1376,87.0993,-9.0383,71.4854,98.7816,95.4377,-3.3440
