condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,14252,10405,43.7004,31.9045,10134,4118,271,18090,31.0735,12.6269,0.8310,55.4687,-11.7959
random,38805,32613,14252,10387,43.7004,31.8493,10109,4143,278,18083,30.9968,12.7035,0.8524,55.4472,-11.8511
