bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,792953,-0.002446,-0.032611,0.001400,-0.440905
0.02,0.05,53210,-0.003643,-0.022585,0.003230,-0.690450
0.05,0.1,10433,-0.003115,-0.015687,0.005865,-0.512378
0.1,0.2,5878,-0.000563,-0.012060,0.008517,-0.044717
0.2,0.4,7344,0.001580,-0.010751,0.010358,0.323945
0.4,1.01,711866,-0.003111,-0.009829,0.011760,0.840402
