condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,10426,10187,31.9688,31.2360,9244,1182,943,21244,28.3445,3.6243,2.8915,65.1397,-0.7328
random,38805,32613,10426,10185,31.9688,31.2299,9356,1070,829,21358,28.6879,3.2809,2.5419,65.4892,-0.7390
