bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,13782,0.545003,0.059884,0.478029,0.548855,0.609427,0.000145,0.001161
0.02,0.05,4126,0.527546,0.075330,0.435709,0.536216,0.606505,0.000242,0.001212
0.05,0.1,2045,0.505641,0.096639,0.365242,0.522792,0.606360,0.001956,0.003912
0.1,0.2,1526,0.497723,0.106523,0.338102,0.517866,0.613333,0.001311,0.003277
0.2,0.4,1084,0.480363,0.127475,0.302885,0.499942,0.614734,0.001845,0.015683
0.4,1.01,10050,0.875170,0.135496,0.795300,0.921951,0.947844,0.000597,0.896418
