bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,388763,-0.009640,-0.027890,0.001379,-1.998803
0.02,0.05,215992,-0.009784,-0.024638,0.002490,-2.099564
0.05,0.1,134534,-0.009877,-0.023291,0.002899,-2.172673
0.1,0.2,84871,-0.009771,-0.017942,0.003441,-2.206799
0.2,0.4,44532,-0.008088,-0.013622,0.004058,-1.892192
0.4,1.01,712992,0.004162,-0.011407,0.012718,2.592513
