bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,687807,-0.005174,-0.046196,0.000394,-1.339774
0.02,0.05,134637,-0.006388,-0.039519,0.000375,-1.472361
0.05,0.1,42479,-0.009336,-0.032992,-0.000665,-1.839701
0.1,0.2,21715,-0.015825,-0.028137,-0.001324,-2.712471
0.2,0.4,22180,-0.019044,-0.024534,0.002865,-2.996726
0.4,1.01,672866,-0.006859,-0.025208,0.021497,-0.539471
