condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,610493,615506,38.5977,38.9146,602707,7786,12799,958392,38.1054,0.4923,0.8092,60.5931,0.3169
random,1582560,1581684,610493,614814,38.5977,38.8708,601858,8635,12956,958235,38.0517,0.5459,0.8191,60.5832,0.2732
