condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,597565,609272,37.7803,38.5205,585136,12429,24136,959983,36.9945,0.7858,1.5260,60.6937,0.7402
random,1582560,1581684,597565,598689,37.7803,37.8514,575989,21576,22700,961419,36.4162,1.3641,1.4352,60.7845,0.0711
