bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,550316,-0.006842,-0.028618,0.000916,-1.340043
0.02,0.05,186026,-0.007066,-0.022911,0.002410,-1.469983
0.05,0.1,80485,-0.007110,-0.018910,0.003219,-1.506816
0.1,0.2,36374,-0.006860,-0.015404,0.004834,-1.479915
0.2,0.4,18085,-0.003396,-0.011516,0.006010,-0.800243
0.4,1.01,710398,0.002848,-0.011747,0.012283,1.993692
