condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,530244,464125,33.5240,29.3437,428331,101913,35794,1015646,27.0807,6.4433,2.2630,64.2130,-4.1803
random,1582560,1581684,530244,457188,33.5240,28.9051,422662,107582,34526,1016914,26.7223,6.8017,2.1829,64.2931,-4.6189
