bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,21884,60.7841,1.5536,1.3709,-0.1828,50.1791,6.5162,5.3327,-1.1835
0.02,0.05,zero,410,44.6341,12.1951,12.6829,0.4878,59.3659,35.3659,29.0244,-6.3415
0.05,0.1,zero,288,34.0278,23.6111,20.8333,-2.7778,71.1806,55.5556,46.8750,-8.6806
0.1,0.2,zero,332,37.0482,26.8072,22.5904,-4.2169,69.2169,59.3373,51.2048,-8.1325
0.2,0.3,zero,193,39.3782,35.2332,27.4611,-7.7720,73.2642,75.6477,62.1762,-13.4715
0.3,0.4,zero,111,38.7387,43.2432,34.2342,-9.0090,73.3333,69.3694,63.0631,-6.3063
0.4,1.01,zero,9395,1.4263,98.4034,97.6477,-0.7557,94.0351,99.7126,99.5742,-0.1384
0.0,0.02,random,21884,60.0393,1.5536,1.3389,-0.2148,50.8938,6.5162,5.3327,-1.1835
0.02,0.05,random,410,43.1707,12.1951,13.4146,1.2195,60.2439,35.3659,28.7805,-6.5854
0.05,0.1,random,288,32.9861,23.6111,20.8333,-2.7778,71.8750,55.5556,46.1806,-9.3750
0.1,0.2,random,332,36.4458,26.8072,22.2892,-4.5181,70.1807,59.3373,51.5060,-7.8313
0.2,0.3,random,193,38.3420,35.2332,27.9793,-7.2539,73.9896,75.6477,62.6943,-12.9534
0.3,0.4,random,111,36.0360,43.2432,36.0360,-7.2072,74.4144,69.3694,63.9640,-5.4054
0.4,1.01,random,9395,1.2453,98.4034,97.7541,-0.6493,94.3268,99.7126,99.6062,-0.1064
