bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,6393,0.577129,0.063462,0.504343,0.581863,0.648122,0.000000,0.001095
0.02,0.05,4583,0.573583,0.066464,0.492918,0.578308,0.648827,0.000000,0.001964
0.05,0.1,3639,0.566674,0.073767,0.479526,0.573988,0.645554,0.000275,0.001374
0.1,0.2,2836,0.559238,0.086278,0.458431,0.568252,0.646527,0.000353,0.005289
0.2,0.4,2268,0.546920,0.102348,0.408814,0.560915,0.645957,0.000441,0.011023
0.4,1.01,12894,0.848912,0.222542,0.473950,0.983029,0.990686,0.000310,0.720335
