bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,851006,-0.011961,-0.048148,0.001194,-0.876509
0.02,0.05,28744,-0.042118,-0.067403,0.004296,-6.749359
0.05,0.1,27920,-0.060273,-0.068623,0.008124,-9.962798
0.1,0.2,46330,-0.063059,-0.069560,0.000763,-10.320943
0.2,0.4,75195,-0.063278,-0.070203,0.006984,-10.271815
0.4,1.01,552489,-0.044017,-0.073182,0.028251,-4.208055
