bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,816746,97.8965,0.7750,0.3276,-0.4474,7.2828,3.4030,1.3746,-2.0284
0.02,0.05,zero,32582,91.8114,4.0053,2.9249,-1.0804,18.0081,11.2393,7.3323,-3.9071
0.05,0.1,zero,8759,72.9079,17.2851,15.9836,-1.3015,46.6012,35.9059,33.5198,-2.3861
0.1,0.2,zero,8296,52.1938,38.3799,34.3660,-4.0140,70.4942,69.0333,66.6466,-2.3867
0.2,0.3,zero,7183,41.3198,51.6776,45.0090,-6.6685,76.2523,79.4793,77.7113,-1.7681
0.3,0.4,zero,7248,33.7748,61.3962,52.1523,-9.2439,77.5579,83.1678,82.0916,-1.0762
0.4,1.01,zero,700870,2.0029,84.5442,83.2415,-1.3027,80.6779,86.1036,85.9971,-0.1064
0.0,0.02,random,816746,97.8521,0.7750,0.3300,-0.4451,7.3892,3.4030,1.3853,-2.0178
0.02,0.05,random,32582,91.6580,4.0053,2.8942,-1.1110,18.2174,11.2393,7.3660,-3.8733
0.05,0.1,random,8759,72.7594,17.2851,16.0635,-1.2216,46.7770,35.9059,33.5655,-2.3404
0.1,0.2,random,8296,52.6398,38.3799,34.2213,-4.1586,70.4243,69.0333,66.5019,-2.5313
0.2,0.3,random,7183,41.0553,51.6776,45.1900,-6.4875,76.0908,79.4793,77.6973,-1.7820
0.3,0.4,random,7248,34.2163,61.3962,52.0695,-9.3267,77.3538,83.1678,81.9674,-1.2003
0.4,1.01,random,700870,2.0787,84.5442,83.1688,-1.3754,80.4726,86.1036,85.9958,-0.1077
