epoch,w2c_minus_c2w_zero_pp,w2c_minus_c2w_rand_pp,net_delta_acc_zero_pp,net_delta_acc_rand_pp,mid_delta_acc_zero_pp,mid_delta_acc_rand_pp,mid_coverage_zero_pct,mid_coverage_rand_pct,cos_mean_mid,dmargin_mean_mid,have_influence,have_margins,have_geometry
10,-1.665,-1.5754000000000001,-1.6651,-1.5753,-0.8602198938651487,-0.33169005199751783,2.954635692085145,2.954635692085145,-0.004414407249695077,-0.42634508240429675,1,1,1
20,-0.8838999999999999,-1.1063,-0.8839,-1.1063,8.946161758705397,8.736643394445755,4.555461141416364,4.555461141416364,-0.009242442840686716,-1.4530346156579184,1,1,1
30,0.03300000000000014,-0.6342000000000001,0.0329,-0.6342,7.948762841167551,7.226123673237301,8.00564461675025,8.00564461675025,-0.007995941274955773,-1.3794381739638617,1,1,1
40,-0.21130000000000004,-1.4543000000000004,-0.2113,-1.4543,5.810002767677073,4.817636027078273,12.57084221627076,12.57084221627076,-0.008048468171462196,-1.6862774642837384,1,1,1
50,-0.15229999999999988,-1.4221000000000004,-0.1523,-1.4222,5.042388598229101,4.166549809749957,17.679384757005824,17.679384757005824,-0.010117313018538649,-2.3042826913765238,1,1,1
80,-2.5495,-3.8566,-2.5494,-3.8566,2.0282178273865785,1.50930044681156,30.43661059984169,30.43661059984169,-0.01193343129259614,-3.047064629819426,1,1,1
100,-4.7028,-5.7726,-4.7028,-5.7726,1.073994589736525,0.7774465260166854,33.731326864278834,33.731326864278834,-0.012923186363099623,-3.5265315112338174,1,1,1
