condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,14849,11048,45.5309,33.8761,10736,4113,312,17452,32.9194,12.6115,0.9567,53.5124,-11.6549
random,38805,32613,14849,11044,45.5309,33.8638,10729,4120,315,17449,32.8979,12.6330,0.9659,53.5032,-11.6671
