bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,206996,-0.013735,-0.032250,-0.000813,-3.905304
0.02,0.05,193338,-0.013897,-0.031063,-0.000448,-3.962410
0.05,0.1,183208,-0.013937,-0.029452,-0.000491,-3.978381
0.1,0.2,176036,-0.014070,-0.027886,0.000383,-4.011218
0.2,0.4,136568,-0.013835,-0.024746,0.001806,-3.906438
0.4,1.01,685538,-0.003853,-0.021670,0.014204,-0.708962
