bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,21472,76.5183,4.2334,2.2355,-1.9980,37.5810,13.7342,8.7230,-5.0112
0.02,0.05,zero,865,54.4509,16.5318,10.9827,-5.5491,47.9306,40.9249,28.4393,-12.4855
0.05,0.1,zero,307,48.2085,22.8013,11.7264,-11.0749,55.0489,69.3811,45.9283,-23.4528
0.1,0.2,zero,307,31.2704,38.1107,30.2932,-7.8176,71.3355,82.4104,69.7068,-12.7036
0.2,0.3,zero,208,17.7885,43.7500,37.5000,-6.2500,82.5962,87.5000,82.6923,-4.8077
0.3,0.4,zero,161,23.6025,56.5217,46.5839,-9.9379,83.7267,86.3354,83.8509,-2.4845
0.4,1.01,zero,9293,2.0015,99.2683,97.5358,-1.7325,85.1286,99.8278,99.6664,-0.1614
0.0,0.02,random,21472,75.6893,4.2334,2.2588,-1.9747,38.7211,13.7342,8.8022,-4.9320
0.02,0.05,random,865,51.4451,16.5318,11.4451,-5.0867,50.3353,40.9249,27.6301,-13.2948
0.05,0.1,random,307,47.5570,22.8013,12.3779,-10.4235,57.2638,69.3811,47.8827,-21.4984
0.1,0.2,random,307,31.2704,38.1107,30.6189,-7.4919,72.8339,82.4104,71.3355,-11.0749
0.2,0.3,random,208,16.8269,43.7500,37.5000,-6.2500,83.8462,87.5000,82.2115,-5.2885
0.3,0.4,random,161,21.7391,56.5217,48.4472,-8.0745,84.9689,86.3354,83.8509,-2.4845
0.4,1.01,random,9293,1.7325,99.2683,97.7725,-1.4957,85.8625,99.8278,99.6879,-0.1399
