bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,21921,71.0323,3.1157,1.5693,-1.5465,41.2472,10.9667,6.0125,-4.9542
0.02,0.05,zero,443,47.6298,18.0587,12.4153,-5.6433,59.9097,43.5666,34.5372,-9.0293
0.05,0.1,zero,261,44.0613,23.3716,18.0077,-5.3640,68.3525,60.1533,52.1073,-8.0460
0.1,0.2,zero,277,27.7978,33.5740,26.7148,-6.8592,82.0939,79.4224,72.5632,-6.8592
0.2,0.3,zero,195,23.5897,41.5385,32.8205,-8.7179,78.5641,83.0769,71.2821,-11.7949
0.3,0.4,zero,183,15.8470,54.0984,44.8087,-9.2896,80.4372,85.7923,78.1421,-7.6503
0.4,1.01,zero,9333,0.5679,99.0143,98.7142,-0.3000,96.0827,99.7750,99.4964,-0.2786
0.0,0.02,random,21921,71.1145,3.1157,1.5419,-1.5738,41.3156,10.9667,6.0262,-4.9405
0.02,0.05,random,443,47.8555,18.0587,12.1896,-5.8691,60.2709,43.5666,34.5372,-9.0293
0.05,0.1,random,261,44.4444,23.3716,17.6245,-5.7471,68.2759,60.1533,52.1073,-8.0460
0.1,0.2,random,277,27.4368,33.5740,26.3538,-7.2202,82.1661,79.4224,72.5632,-6.8592
0.2,0.3,random,195,23.5897,41.5385,32.8205,-8.7179,78.8718,83.0769,71.7949,-11.2821
0.3,0.4,random,183,15.8470,54.0984,44.8087,-9.2896,80.6557,85.7923,78.1421,-7.6503
0.4,1.01,random,9333,0.5679,99.0143,98.7142,-0.3000,96.0977,99.7750,99.4750,-0.3000
