bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,1892,-0.011204,-0.034872,0.002166,-2.198913
0.02,0.05,2162,-0.010509,-0.027028,0.000948,-2.051363
0.05,0.1,2736,-0.009934,-0.025474,0.004381,-1.933949
0.1,0.2,3653,-0.009381,-0.027931,0.005978,-1.847114
0.2,0.4,4295,-0.008179,-0.027941,0.004660,-1.592701
0.4,1.01,17875,-0.017436,-0.022079,0.014713,-1.433103
