bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,21885,0.487025,0.046161,0.426087,0.487801,0.548708,0.000000,0.000000
0.02,0.05,614,0.463505,0.041144,0.410896,0.461944,0.517428,0.000000,0.000000
0.05,0.1,471,0.451529,0.039170,0.396472,0.457641,0.495908,0.000000,0.000000
0.1,0.2,177,0.468222,0.034069,0.418814,0.473176,0.502541,0.000000,0.000000
0.2,0.4,128,0.476951,0.038673,0.430454,0.475874,0.525674,0.000000,0.000000
0.4,1.01,9338,0.465884,0.050116,0.406616,0.454017,0.536467,0.000000,0.000000
