epoch,w2c_minus_c2w_zero_pp,w2c_minus_c2w_rand_pp,net_delta_acc_zero_pp,net_delta_acc_rand_pp,mid_delta_acc_zero_pp,mid_delta_acc_rand_pp,mid_coverage_zero_pct,mid_coverage_rand_pct,cos_mean_mid,dmargin_mean_mid,have_influence,have_margins,have_geometry
10,-0.5294000000000001,-0.5201,-0.5294,-0.5201,-3.1947852992664223,-3.1697794493997997,3.03372860824286,3.03372860824286,0.006240614788262754,1.3926350879668223,1,1,1
20,-0.13990000000000002,-0.16009999999999996,-0.14,-0.1601,0.9456779199008781,0.8017158193943369,3.4698460628039483,3.4698460628039483,0.008642059345504901,2.425365451222623,1,1,1
30,-0.41609999999999997,-0.42700000000000005,-0.4161,-0.427,0.051705403641407015,-0.032606910242987126,4.649664534761684,4.649664534761684,0.0054674526467508805,1.523053329086385,1,1,1
40,-0.8186000000000001,-0.8449,-0.8186,-0.8449,-0.6138091098362173,-0.6523775299959902,8.199109303754732,8.199109303754732,0.003867576675431629,1.0522209613904676,1,1,1
50,-0.5658000000000001,-0.6291,-0.5659,-0.6291,-0.14002724789201587,-0.19596063617029863,10.969763871923849,10.969763871923849,0.001971150069738222,0.5198983319193573,1,1,1
80,-1.6791999999999998,-1.8396000000000001,-1.6792,-1.8396,-0.36318064304087655,-0.4033487813622992,23.276267573042404,23.276267573042404,-0.0032974708521884624,-0.9658412625285883,1,1,1
100,-3.4661999999999997,-3.7817999999999996,-3.4662,-3.7819,-0.6292559804048127,-0.6585739267609084,28.896479954276582,28.896479954276582,-0.004800052274253858,-1.4002034787758915,1,1,1
150,-7.410900000000001,-7.6897,-7.4109,-7.6897,-0.8658234378522159,-0.9101373363839924,33.656786058403576,33.656786058403576,-0.007777672604556451,-2.157850620236163,1,1,1
200,-9.804599999999999,-10.0223,-9.8046,-10.0224,-1.1051922837833024,-1.1256555497823155,33.70527867766254,33.70527867766254,-0.008922711418447565,-2.4731047594572235,1,1,1
