bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,421661,-0.056974,-0.103341,-0.008803,-20.932990
0.02,0.05,447648,-0.055817,-0.104230,-0.011878,-20.584953
0.05,0.1,317590,-0.058841,-0.102058,-0.008275,-21.930300
0.1,0.2,242307,-0.055362,-0.104164,-0.008129,-20.696037
0.2,0.4,146768,-0.059962,-0.106830,-0.001830,-21.803810
0.4,1.01,5710,-0.064502,-0.109729,0.000000,-23.821697
