bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,807766,96.6067,0.6267,0.3166,-0.3101,11.7190,2.9043,1.3470,-1.5573
0.02,0.05,zero,34228,85.2635,2.8281,2.7434,-0.0847,31.7132,8.0051,5.9454,-2.0597
0.05,0.1,zero,11453,68.7156,10.1895,12.3723,2.1828,51.4084,22.8674,21.0862,-1.7812
0.1,0.2,zero,9201,49.0816,27.1384,30.3771,3.2388,66.5145,48.3534,46.5058,-1.8476
0.2,0.3,zero,6894,33.4784,43.8062,45.2858,1.4795,73.8120,65.3902,64.0267,-1.3635
0.3,0.4,zero,6575,25.6882,53.9620,54.6920,0.7300,76.6570,72.6540,71.6198,-1.0342
0.4,1.01,zero,705567,0.7737,84.7759,84.7224,-0.0536,74.1003,86.2685,85.9516,-0.3169
0.0,0.02,random,807766,96.5837,0.6267,0.3135,-0.3132,11.8074,2.9043,1.3506,-1.5537
0.02,0.05,random,34228,85.1116,2.8281,2.6879,-0.1402,31.9318,8.0051,5.9279,-2.0772
0.05,0.1,random,11453,68.5410,10.1895,12.1715,1.9820,51.5481,22.8674,20.9552,-1.9122
0.1,0.2,random,9201,48.8643,27.1384,29.8663,2.7280,66.6036,48.3534,46.4189,-1.9346
0.2,0.3,random,6894,33.5944,43.8062,44.8796,1.0734,73.8555,65.3902,63.8526,-1.5376
0.3,0.4,random,6575,25.7490,53.9620,54.3270,0.3650,76.6084,72.6540,71.5285,-1.1255
0.4,1.01,random,705567,0.7784,84.7759,84.7025,-0.0734,74.0312,86.2685,85.9438,-0.3247
