bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,22122,66.6576,1.6680,1.3652,-0.3029,46.6847,6.3059,5.0312,-1.2747
0.02,0.05,zero,329,62.0061,19.7568,12.7660,-6.9909,52.4012,45.5927,35.2584,-10.3343
0.05,0.1,zero,225,32.8889,22.6667,18.6667,-4.0000,71.7333,52.8889,45.7778,-7.1111
0.1,0.2,zero,303,16.5017,26.4026,20.7921,-5.6106,78.4818,56.1056,50.8251,-5.2805
0.2,0.3,zero,236,11.8644,41.1017,35.5932,-5.5085,83.4746,71.6102,67.7966,-3.8136
0.3,0.4,zero,86,10.4651,45.3488,39.5349,-5.8140,84.6512,76.7442,70.9302,-5.8140
0.4,1.01,zero,9312,0.3329,98.8939,98.6469,-0.2470,96.9201,99.8497,99.7852,-0.0644
0.0,0.02,random,22122,65.2879,1.6680,1.3832,-0.2848,48.0273,6.3059,5.1216,-1.1843
0.02,0.05,random,329,60.7903,19.7568,12.1581,-7.5988,54.5289,45.5927,36.1702,-9.4225
0.05,0.1,random,225,31.5556,22.6667,18.2222,-4.4444,73.2444,52.8889,46.6667,-6.2222
0.1,0.2,random,303,15.8416,26.4026,20.7921,-5.6106,80.3960,56.1056,51.1551,-4.9505
0.2,0.3,random,236,11.8644,41.1017,36.4407,-4.6610,85.4237,71.6102,69.0678,-2.5424
0.3,0.4,random,86,9.3023,45.3488,40.6977,-4.6512,86.7442,76.7442,73.2558,-3.4884
0.4,1.01,random,9312,0.2148,98.8939,98.7650,-0.1289,97.3926,99.8497,99.7960,-0.0537
