bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,16516,-0.005064,-0.026443,0.001970,-0.456645
0.02,0.05,3427,-0.003141,-0.020738,0.003400,-0.294948
0.05,0.1,1496,-0.001383,-0.011680,0.004849,-0.135036
0.1,0.2,945,-0.000788,-0.012353,0.008449,-0.090178
0.2,0.4,511,-0.000368,-0.019180,0.017887,-0.018618
0.4,1.01,9718,0.010811,-0.018776,0.049548,0.254075
