condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,592285,537460,37.4465,33.9802,526188,66097,11272,978127,33.2676,4.1789,0.7127,61.8409,-3.4662
random,1582560,1581684,592285,533098,37.4465,33.7045,522360,69925,10738,978661,33.0256,4.4209,0.6789,61.8746,-3.7420
