bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,16080,0.000587,-0.007237,0.001714,-1.889299
0.02,0.05,2286,-0.000875,-0.004486,0.001938,-9.391653
0.05,0.1,1369,-0.000645,-0.004344,0.001770,-8.429218
0.1,0.2,1011,-0.000728,-0.002040,0.001169,-10.626490
0.2,0.4,771,-0.000609,-0.010510,0.001297,-7.598225
0.4,1.01,11096,0.005183,-0.003871,0.008251,3.260981
