bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,2296,0.415183,0.040562,0.364267,0.415036,0.468371,0.000000,0.000000
0.02,0.05,2556,0.416158,0.041402,0.361465,0.417216,0.469259,0.000000,0.000000
0.05,0.1,3060,0.416127,0.041668,0.362084,0.416728,0.469604,0.000000,0.000000
0.1,0.2,3770,0.416732,0.040503,0.365528,0.417239,0.468003,0.000000,0.000000
0.2,0.4,4125,0.416388,0.040686,0.362658,0.417552,0.468091,0.000000,0.000000
0.4,1.01,16806,0.420389,0.033744,0.381193,0.420366,0.463360,0.000000,0.000000
