condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,613040,598308,38.7587,37.8273,591646,21394,6662,961982,37.4061,1.3526,0.4212,60.8201,-0.9314
random,1582560,1581684,613040,597629,38.7587,37.7843,590881,22159,6748,961896,37.3577,1.4010,0.4266,60.8147,-0.9743
