bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,807999,98.6671,0.7452,0.4509,-0.2943,5.2836,3.2455,1.4319,-1.8136
0.02,0.05,zero,40497,92.8735,4.2818,5.9980,1.7162,16.5805,12.6404,9.9637,-2.6767
0.05,0.1,zero,13307,75.0282,17.3893,27.4442,10.0549,43.3351,40.4374,40.3923,-0.0451
0.1,0.2,zero,13246,54.9826,34.4179,49.1771,14.7592,63.4667,67.4015,69.4247,2.0233
0.2,0.3,zero,10628,42.7079,47.4313,59.8419,12.4106,70.1336,78.4908,80.1186,1.6278
0.3,0.4,zero,9990,34.8048,56.0961,65.6356,9.5395,72.0661,82.1121,84.0741,1.9620
0.4,1.01,zero,686017,2.9161,83.2076,82.6109,-0.5966,74.6808,85.2595,85.2091,-0.0504
0.0,0.02,random,807999,98.6423,0.7452,0.4444,-0.3007,5.4432,3.2455,1.4619,-1.7837
0.02,0.05,random,40497,92.8538,4.2818,5.8671,1.5853,16.9810,12.6404,10.0180,-2.6224
0.05,0.1,random,13307,75.4190,17.3893,26.7679,9.3785,43.8701,40.4374,40.6929,0.2555
0.1,0.2,random,13246,55.7451,34.4179,47.7503,13.3323,63.7747,67.4015,69.4927,2.0912
0.2,0.3,random,10628,43.8559,47.4313,57.9883,10.5570,70.4610,78.4908,80.3067,1.8160
0.3,0.4,random,9990,36.1161,56.0961,63.7638,7.6677,72.2382,82.1121,84.1942,2.0821
0.4,1.01,random,686017,3.0718,83.2076,82.3778,-0.8297,74.3943,85.2595,85.2320,-0.0276
