bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,381464,98.7551,0.6965,1.3207,0.6242,4.2796,2.9423,3.0142,0.0718
0.02,0.05,zero,233940,98.1585,1.1443,2.2895,1.1452,5.3442,4.2661,4.6461,0.3800
0.05,0.1,zero,150217,97.1361,2.1422,4.3018,2.1595,7.2745,6.9173,7.9099,0.9926
0.1,0.2,zero,97254,94.0630,5.5854,9.5348,3.9495,12.3281,14.5650,16.4106,1.8457
0.2,0.3,zero,36748,87.1939,13.8293,20.1480,6.3187,22.1389,30.3119,33.4222,3.1104
0.3,0.4,zero,21008,79.1794,23.4101,29.9886,6.5784,32.5647,46.7584,49.2336,2.4752
0.4,1.01,zero,661053,15.5968,78.8996,70.4019,-8.4977,68.5383,83.0365,81.3024,-1.7341
0.0,0.02,random,381464,98.6198,0.6965,1.1967,0.5002,4.6948,2.9423,2.9898,0.0474
0.02,0.05,random,233940,98.0234,1.1443,2.0304,0.8861,5.7659,4.2661,4.5580,0.2920
0.05,0.1,random,150217,97.0017,2.1422,3.7779,1.6356,7.7045,6.9173,7.6223,0.7050
0.1,0.2,random,97254,93.9272,5.5854,8.3986,2.8133,12.7176,14.5650,15.6857,1.1208
0.2,0.3,random,36748,87.6102,13.8293,17.6254,3.7961,22.2848,30.3119,31.8874,1.5756
0.3,0.4,random,21008,80.0029,23.4101,26.3804,2.9703,32.3401,46.7584,46.9773,0.2190
0.4,1.01,random,661053,17.6379,78.8996,68.0430,-10.8566,68.0734,83.0365,80.2371,-2.7993
