bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,697811,98.8619,0.6215,0.6454,0.0239,4.2052,2.8068,1.8267,-0.9801
0.02,0.05,zero,123290,97.6932,1.6165,2.7829,1.1664,6.6924,5.9040,4.5146,-1.3894
0.05,0.1,zero,35371,92.7794,5.8466,12.1342,6.2876,14.5283,15.3911,15.7954,0.4043
0.1,0.2,zero,16481,74.9469,21.4368,41.6540,20.2172,37.4261,46.2290,50.1911,3.9621
0.2,0.3,zero,8868,54.3978,40.4488,66.0916,25.6428,57.8575,73.8498,78.6423,4.7925
0.3,0.4,zero,7690,44.8895,50.2601,70.0390,19.7789,63.1079,79.9350,83.1209,3.1860
0.4,1.01,zero,692173,2.4115,83.5316,83.6399,0.1084,68.5227,85.5655,85.6189,0.0535
0.0,0.02,random,697811,98.7051,0.6215,0.6371,0.0156,4.6085,2.8068,1.8991,-0.9077
0.02,0.05,random,123290,97.4888,1.6165,2.6369,1.0204,7.1569,5.9040,4.6176,-1.2864
0.05,0.1,random,35371,92.5730,5.8466,11.5151,5.6685,14.9337,15.3911,15.7389,0.3477
0.1,0.2,random,16481,75.3777,21.4368,39.2634,17.8266,37.1458,46.2290,49.6086,3.3796
0.2,0.3,random,8868,55.4127,40.4488,62.3365,21.8877,56.5945,73.8498,77.5485,3.6987
0.3,0.4,random,7690,46.9831,50.2601,65.7867,15.5267,61.4668,79.9350,81.7555,1.8205
0.4,1.01,random,692173,3.6148,83.5316,82.3033,-1.2283,66.4333,85.5655,85.5207,-0.0448
