condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,8913,9835,27.3296,30.1567,7155,1758,2680,21020,21.9391,5.3905,8.2176,64.4528,2.8271
random,38805,32613,8913,9936,27.3296,30.4664,7287,1626,2649,21051,22.3439,4.9857,8.1225,64.5479,3.1368
