bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,6388,-0.013114,-0.034184,0.000586,-2.034136
0.02,0.05,4772,-0.013009,-0.032394,0.002425,-2.041399
0.05,0.1,3651,-0.012156,-0.022402,0.003965,-1.906345
0.1,0.2,2787,-0.010759,-0.025141,0.004289,-1.703935
0.2,0.4,2171,-0.006916,-0.022595,0.007083,-1.088555
0.4,1.01,12844,-0.007707,-0.018992,0.021071,-0.474293
