bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,13328,0.470990,0.043355,0.416165,0.469848,0.527932,0.000000,0.000000
0.02,0.05,4412,0.473943,0.044399,0.417271,0.473091,0.531823,0.000000,0.000000
0.05,0.1,2199,0.476684,0.043697,0.421271,0.476615,0.534170,0.000000,0.000000
0.1,0.2,1450,0.480967,0.044076,0.424582,0.482097,0.538779,0.000000,0.000000
0.2,0.4,1105,0.488366,0.041905,0.434897,0.490203,0.538050,0.000000,0.000000
0.4,1.01,10119,0.487901,0.029770,0.446097,0.492591,0.524860,0.000000,0.000000
